ano,muestreo,departamento,estacion,coduer,sustrato,latitud,longitud,ca_cla,ca_cte,ca_cot,ca_hdd,ca_no3,ca_od,ca_ph,ca_po4,ca_sst,eval_cla,eval_cte,eval_cot,eval_hdd,eval_no3,eval_od,eval_ph,eval_sst,eval_po4,cot,cla,cte,hdd,no3,od,ph,po4,sst,icam,icam_calificacion,num_variables,confianza
2021,2021--1,CAUCA,F. Timbiqui,P19002008,Agua Estuarina,2.828417,-77.846639,95.3,92.15,,80.96,99.29,85.96,96.96,50.38,91.36,OPTIMA,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,1.96,130,1.92,4.79,6.79,7.96,2.2,16.4,85.19,ADECUADA,7,0.87
2021,2021--2,CAUCA,F. Timbiqui,P19002008,Agua Estuarina,2.828417,-77.846639,86,92.15,,97.61,89.73,87.43,98.68,,92.15,ADECUADA,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,OPTIMA,OPTIMA,,,4.81,130,0.24,2.61,6.88,8.66,-1,14.6,90.74,OPTIMA,6,0.75
2021,2021--1,CAUCA,Gorgonilla,P19003004,Agua Marina,2.932528,-78.21516700000001,93.17,100,,,89.23,85.89,90.73,96.75,85.18,OPTIMA,OPTIMA,,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,0.41,1.8,,2.85,6.65,8.11,4.16,11.8,91.15,OPTIMA,6,0.75
2021,2021--2,CAUCA,Gorgonilla,P19003004,Agua Marina,2.932528,-78.21516700000001,79.19,100,,,,88.13,70.16,,82.24,ADECUADA,OPTIMA,,,,ADECUADA,ADECUADA,ADECUADA,,,0.77,1.8,,-1,6.84,8.56,-1,15,-1,NO REPORTADO,4,0.54
2021,2021--1,CAUCA,Horno Gorgona,P19003001,Agua Marina,3.008222,-78.168194,96.71,100,,,,87.32,90.43,97.85,84.99,OPTIMA,OPTIMA,,,,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,0.29,1.8,,-1,6.77,8.12,3,12,-1,NO REPORTADO,5,0.66
2021,2021--2,CAUCA,Horno Gorgona,P19003001,Agua Marina,3.008222,-78.168194,93.17,100,,,92.88,88.59,68.43,,83.78,OPTIMA,OPTIMA,,,OPTIMA,ADECUADA,ACEPTABLE,ADECUADA,,,0.41,2,,6.43,6.88,8.59,-1,13.3,-1,NO REPORTADO,5,0.63
2021,2021--1,CAUCA,P. Blanca,P19003002,Agua Marina,2.9445,-78.189194,96.71,100,,,88.01,87.2,90.43,96.81,82.06,OPTIMA,OPTIMA,,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,0.29,4,-1,2.29,6.76,8.12,4.1,15.2,90.71,OPTIMA,6,0.75
2021,2021--2,CAUCA,P. Blanca,P19003002,Agua Marina,2.9445,-78.189194,89.25,100,,94.81,92.54,74.58,75.71,97.45,80.57,ADECUADA,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,0.52,4.5,0.52,8.59,5.8,8.46,3.43,16.9,86.84,ADECUADA,7,0.87
2021,2021--1,CAUCA,Vertimiento Gorgona,P19003005,Agua Marina,2.968083,-78.171917,99.15,34.31,,95.51,,86.13,90.73,,73.42,OPTIMA,INADECUADA,,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,,,0.17,540,0.45,-1,6.67,8.11,-1,25.7,-1,NO REPORTADO,5,0.66
2021,2021--2,CAUCA,Vertimiento Gorgona,P19003005,Agua Marina,2.968083,-78.171917,93.17,73.35,,95.61,90.73,85.52,71.86,98.17,83.97,OPTIMA,ADECUADA,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,0.41,79,0.44,3.72,6.62,8.53,2.65,13.1,84.61,ADECUADA,7,0.87
2021,2021--1,CHOCO,Bahia Solano,P27002004,Agua Estuarina,6.232,-77.41169400000001,,83.68,,91.39,85.05,87.75,95.25,50.41,90.67,,ADECUADA,,OPTIMA,ADECUADA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,-1,490,0.86,2.1,6.9,8.99,2.22,18,80.71,ADECUADA,6,0.75
2021,2021--1,CHOCO,Ensenada de Utría,P27002016,Agua Marina,6.000972,-77.35088900000001,67.42,91.65,,95.21,,99.72,58.25,,87.92,ACEPTABLE,OPTIMA,,OPTIMA,,OPTIMA,ACEPTABLE,ADECUADA,,,1.07,20,0.48,-1,8.18,8.76,-1,8.98,-1,NO REPORTADO,5,0.66
2021,2021--1,CHOCO,Estero Tribugá,P27002013,Agua Estuarina,5.771583,-77.24775,98.88,91,,97.71,,93.69,98.71,54.52,94.53,OPTIMA,OPTIMA,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,0.94,170,0.23,-1,7.3,8.43,4.82,9.27,87.24,ADECUADA,6,0.78
2021,2021--1,CHOCO,F. Bahia Solano,P27002011,Agua Marina,6.251301,-77.41171299999999,99.66,83.56,,96.21,,90.14,49.76,,87.57,OPTIMA,ADECUADA,,OPTIMA,,OPTIMA,INADECUADA,ADECUADA,,,0.13,40,0.38,-1,7.02,8.9,-1,9.33,-1,NO REPORTADO,5,0.66
2021,2021--1,CHOCO,F. Nuqui,P27002007,Agua Estuarina,5.716583,-77.275778,100,79.88,,92.29,,95.06,95.95,52.69,93.3,OPTIMA,ADECUADA,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,0.13,680,0.77,-1,7.41,7.88,3.68,12,84.65,ADECUADA,6,0.78
2021,2021--1,CHOCO,F. valle,P27002005,Agua Estuarina,6.097222,-77.431361,,93.35,,93.3,60.8,93.69,98.52,56.68,93.61,,OPTIMA,,OPTIMA,ACEPTABLE,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,-1,93,0.67,21.7,7.3,8.72,6.13,11.3,82.62,ADECUADA,6,0.75
2021,2021--1,CHOCO,Jurubidá estero,P27002020,Agua Estuarina,5.844444,-77.276528,100,95.53,,98.2,,99.09,98.56,52.72,92.19,OPTIMA,OPTIMA,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,0.53,40,0.18,-1,7.98,8.71,3.7,14.5,88.32,ADECUADA,6,0.78
2021,2021--1,CHOCO,P. Almejal,P27002017,Agua Marina,6.118247,-77.441394,,81.96,,98.8,91.79,91.83,60.07,,78.53,,ADECUADA,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,ADECUADA,,,-1,45,0.12,4.58,7.18,8.73,-1,19.3,82.88,ADECUADA,6,0.75
2021,2021--1,CHOCO,P. Huina,P27002018,Agua Marina,6.27125,-77.453556,99.66,75.8,,97.41,,90.57,70.73,,87.9,OPTIMA,ADECUADA,,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,,,0.13,68,0.26,-1,7.06,8.55,-1,9,-1,NO REPORTADO,5,0.66
2021,2021--1,CHOCO,P. Jurubida,P27002015,Agua Estuarina,5.841556,-77.279889,100,96.72,,95.81,,99.09,98.61,,94.35,OPTIMA,OPTIMA,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,,,0.63,20,0.42,-1,7.98,8.69,-1,9.66,-1,NO REPORTADO,5,0.66
2021,2021--1,CHOCO,P. Nuqui,P27002012,Agua Estuarina,5.71910556,-77.263725,98.42,93.39,,95.51,74.1,97.49,98.17,62.26,89.1,OPTIMA,OPTIMA,,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ADECUADA,ACEPTABLE,,1.07,92,0.45,15,7.65,8.14,9.4,21.7,87.47,ADECUADA,7,0.87
2021,2021--1,CHOCO,P. Tribugá,P27002014,Agua Marina,5.765528000000001,-77.258667,87.33,29.51,,98.89,,98.42,82.69,98.68,84.06,ADECUADA,INADECUADA,,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,OPTIMA,,0.57,680,0.11,-1,7.96,8.32,2.06,13,75.42,ADECUADA,6,0.78
2021,2021--1,CORDOBA,C. Bahia Cispata,C23001002,Agua Estuarina,9.406963000000001,-75.79939300000001,74.41,97.89,,98.99,94.55,79.22,97.06,53.3,85.63,ADECUADA,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,,8.88,6.8,0.1,3.32,6.39,7.97,4.06,30.2,81.34,ADECUADA,7,0.87
2021,2021--2,CORDOBA,C. Bahia Cispata,C23001002,Agua Estuarina,9.406963000000001,-75.79939300000001,55.32,91,,96.61,,95.87,96.24,67.57,91.36,ACEPTABLE,OPTIMA,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,17.6,170,0.34,-1,8.52,7.9,12.4,16.4,82.08,ADECUADA,6,0.78
2021,2021--1,CORDOBA,C. Soledad,C23001048,Agua Estuarina,9.340186,-75.849146,100,98.68,,89.68,87.66,1,98.18,53.62,63,OPTIMA,OPTIMA,,ADECUADA,ADECUADA,PESIMA,OPTIMA,ACEPTABLE,ACEPTABLE,,198,1.8,1.03,2.37,15.7,8.79,4.26,102,36.06,INADECUADA,7,0.87
2021,2021--2,CORDOBA,C. Soledad,C23001048,Agua Estuarina,9.340186,-75.849146,58.3,60.89,,96.11,,84.46,86.32,97.25,96.23,ACEPTABLE,ACEPTABLE,,OPTIMA,,ADECUADA,ADECUADA,OPTIMA,OPTIMA,,16,1700,0.39,-1,6.7,7.54,43.4,5.55,78.81,ADECUADA,6,0.78
2021,2021--1,CORDOBA,F. Agrotijo,C23001049,Agua Estuarina,9.368333,-75.80975000000001,50.45,71.84,,97.61,1,75.68,87.98,65.26,77.93,ACEPTABLE,ADECUADA,,OPTIMA,PESIMA,ADECUADA,ADECUADA,ADECUADA,ACEPTABLE,,20.5,1100,0.24,589,6.18,7.58,11.1,51,45.5,INADECUADA,7,0.87
2021,2021--2,CORDOBA,F. Agrotijo,C23001049,Agua Estuarina,9.368333,-75.80975000000001,56.6,,,,,77.7,91.5,92.32,92.68,ACEPTABLE,,,,,ADECUADA,OPTIMA,OPTIMA,OPTIMA,,16.9,,,-1,6.3,7.68,50,13.4,-1,NO REPORTADO,5,0.64
2021,2021--1,CORDOBA,F. Cispata,C23001003,Agua Estuarina,9.411843,-75.781725,98.17,97.77,,98.8,91.57,87.1,98.37,,97.06,OPTIMA,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,,,1.14,7.8,0.12,2.85,6.86,8.2,-1,3.77,94.67,OPTIMA,6,0.75
2021,2021--2,CORDOBA,F. Cispata,C23001003,Agua Estuarina,9.411843,-75.781725,82.03,,,96.11,,98.73,98.58,,92.02,ADECUADA,,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,,,6.13,,0.39,-1,8.2,8.3,-1,14.9,-1,NO REPORTADO,4,0.52
2021,2021--1,CORDOBA,F. Tinajones,C23001005,Agua Estuarina,9.467142,-75.925466,100,44.97,,98.4,98.57,88.07,97.06,51.59,96.6,OPTIMA,INADECUADA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,0.42,2700,0.16,6.52,6.92,7.97,2.98,4.76,77.59,ADECUADA,7,0.87
2021,2021--2,CORDOBA,F. Tinajones,C23001005,Agua Estuarina,9.467142,-75.925466,99.42,35.16,,92.79,28.84,86.12,97.71,60.73,66.59,OPTIMA,INADECUADA,,OPTIMA,INADECUADA,ADECUADA,OPTIMA,ACEPTABLE,ACEPTABLE,,0.79,3500,0.72,119,6.8,8.05,8.52,88.2,63.28,ACEPTABLE,7,0.87
2021,2021--1,CORDOBA,La Loma,C23001050,Agua Estuarina,9.342289,-75.844253,36.03,92.15,,98,99.08,91.04,98.66,64.55,67.88,INADECUADA,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,ACEPTABLE,,32.8,130,0.2,4.64,8.8,8.37,10.7,83.5,74.67,ADECUADA,7,0.87
2021,2021--2,CORDOBA,La Loma,C23001050,Agua Estuarina,9.342289,-75.844253,91.13,,,,,52.25,75.2,89.78,96.69,OPTIMA,,,,,ACEPTABLE,ADECUADA,OPTIMA,ADECUADA,,3.2,,,-1,4.56,7.33,52.5,4.56,-1,NO REPORTADO,5,0.64
2021,2021--1,CORDOBA,Moñitos,C23002002,Agua Marina,9.246814,-76.132011,98.09,44.36,,96.41,,86.97,88.06,98.14,64.83,OPTIMA,INADECUADA,,OPTIMA,,ADECUADA,ADECUADA,ACEPTABLE,OPTIMA,,0.23,340,0.36,-1,6.74,8.19,2.68,37.9,76.39,ADECUADA,6,0.78
2021,2021--2,CORDOBA,Moñitos,C23002002,Agua Marina,9.246814,-76.132011,60.35,34.31,,98.89,,95.23,93.09,,17.2,ACEPTABLE,INADECUADA,,OPTIMA,,OPTIMA,OPTIMA,PESIMA,,,1.29,540,0.11,-1,7.54,8.02,-1,128,-1,NO REPORTADO,5,0.66
2021,2021--1,CORDOBA,P. Bello 1,C23001054,Agua Marina,9.4206944,-75.74041659999999,96.71,90.19,,90.78,,88.36,88.42,,93.65,OPTIMA,OPTIMA,,OPTIMA,,ADECUADA,ADECUADA,OPTIMA,,,0.29,23,0.92,-1,6.86,8.18,-1,3.71,-1,NO REPORTADO,5,0.66
2021,2021--2,CORDOBA,P. Bello 1,C23001054,Agua Marina,9.4206944,-75.74041659999999,63.03,90.66,,98.7,,100,78.83,,85.47,ACEPTABLE,OPTIMA,,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,,,1.2,22,0.13,-1,8.93,8.4,-1,11.5,-1,NO REPORTADO,5,0.66
2021,2021--1,CORDOBA,P. Blanca,C23001014,Agua Marina,9.410063000000001,-75.763847,68.14,88.41,,93.1,40.59,82.89,87.32,93.87,69.95,ACEPTABLE,ADECUADA,,OPTIMA,INADECUADA,ADECUADA,ADECUADA,ACEPTABLE,OPTIMA,,1.05,27,0.69,43.5,6.41,8.21,6.84,30.4,79.12,ADECUADA,7,0.87
2021,2021--2,CORDOBA,P. Blanca,C23001014,Agua Marina,9.410063000000001,-75.763847,50.66,90.66,,98.2,90.91,93.12,93.9,97.43,64.24,ACEPTABLE,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,OPTIMA,,1.88,22,0.18,10.8,7.31,7.98,3.46,38.8,89.18,ADECUADA,7,0.87
2021,2021--1,CORDOBA,P. Escondido,C23002003,Agua Marina,9.01226,-76.263998,80.43,81.96,,92.89,92.76,88.25,90.73,97.98,78.78,ADECUADA,ADECUADA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,0.74,45,0.71,6.02,6.85,8.11,2.86,19,88.51,ADECUADA,7,0.87
2021,2021--2,CORDOBA,P. Escondido,C23002003,Agua Marina,9.01226,-76.263998,69.25,1,,95.01,1,100,89.79,57.06,60.63,ACEPTABLE,PESIMA,,OPTIMA,PESIMA,OPTIMA,ADECUADA,ACEPTABLE,ACEPTABLE,,1.02,11000,0.5,76.1,8.66,8.14,31.5,44.6,25.01,INADECUADA,7,0.87
2021,2021--1,CORDOBA,P. Rula,C23001052,Agua Estuarina,9.401944,-75.80886100000001,89.4,96.58,,93.9,91.35,88.07,97.25,53.18,90.71,ADECUADA,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,3.73,22,0.61,2.82,6.92,7.99,3.99,17.9,85.3,ADECUADA,7,0.87
2021,2021--2,CORDOBA,P. Rula,C23001052,Agua Estuarina,9.401944,-75.80886100000001,62.76,96.32,,,,89.52,97.33,58.34,91.53,ACEPTABLE,OPTIMA,,,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,13.8,26,,-1,8.87,8,7.12,16,81.66,ADECUADA,6,0.78
2021,2021--1,CORDOBA,P. Venados,C23002006,Agua Marina,9.359645,-76.007908,58.49,100,,82.2,,84.41,88.42,96.57,74.66,ACEPTABLE,OPTIMA,,ADECUADA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,1.36,1.8,1.79,-1,6.53,8.18,4.34,24.1,87.44,ADECUADA,6,0.78
2021,2021--2,CORDOBA,P. Venados,C23002006,Agua Marina,9.359645,-76.007908,39.46,75.34,,98.89,,97.08,86.93,,42.56,INADECUADA,ADECUADA,,OPTIMA,,OPTIMA,ADECUADA,INADECUADA,,,2.75,70,0.11,-1,7.77,8.22,-1,79.6,-1,NO REPORTADO,5,0.66
2021,2021--1,CORDOBA,S. Bernardo,C23002001,Agua Marina,9.353776,-76.021026,88.11,100,,99.19,,84.16,88.06,,77.37,ADECUADA,OPTIMA,,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,,,0.55,4.5,0.08,-1,6.51,8.19,-1,20.7,-1,NO REPORTADO,5,0.66
2021,2021--2,CORDOBA,S. Bernardo,C23002001,Agua Marina,9.353776,-76.021026,25,83.89,,96.01,,96.55,92.13,,36.49,INADECUADA,ADECUADA,,OPTIMA,,OPTIMA,OPTIMA,INADECUADA,,,4.18,39,0.4,-1,7.7,8.06,-1,92.6,-1,NO REPORTADO,5,0.66
2021,2021--1,CORDOBA,Sinu - Tinajones,C23001001,Agua Estuarina,9.452488,-75.92140300000001,93.8,52.47,,92.39,1,90.72,92.91,70.79,80.4,OPTIMA,ACEPTABLE,,OPTIMA,PESIMA,OPTIMA,OPTIMA,ADECUADA,ADECUADA,,2.4,2200,0.76,194,7.09,7.73,14.2,44,49.83,INADECUADA,7,0.87
2021,2021--2,CORDOBA,Sinu - Tinajones,C23001001,Agua Estuarina,9.452488,-75.92140300000001,,43.59,,93.2,1,67.31,72.06,79.94,44.19,,INADECUADA,,OPTIMA,PESIMA,ACEPTABLE,ADECUADA,INADECUADA,ADECUADA,,-1,2800,0.68,166,5.66,7.28,19.4,187,36.15,INADECUADA,6,0.75
2021,2021--1,LA GUAJIRA,Cabo de la Vela,C44002019,Agua Marina,12.200647,-72.14900300000001,49.31,86.02,,,,56.13,84.03,98.27,58.63,INADECUADA,ADECUADA,,,,ACEPTABLE,ADECUADA,ACEPTABLE,OPTIMA,,2.16,33,-1,-1,4.58,8.29,2.53,48,-1,NO REPORTADO,5,0.66
2021,2021--2,LA GUAJIRA,Cabo de la Vela,C44002019,Agua Marina,12.200647,-72.14900300000001,94.75,88.84,,96.11,,85.64,90.43,,84.99,OPTIMA,ADECUADA,,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,,,0.36,26,0.39,-1,6.63,8.12,-1,12,-1,NO REPORTADO,5,0.66
2021,2021--1,LA GUAJIRA,F. Camarones,C44003019,Agua Marina,11.430681,-73.093304,25,91.65,,,44.13,1,83.14,85.72,24.54,INADECUADA,OPTIMA,,,INADECUADA,PESIMA,ADECUADA,PESIMA,ADECUADA,,5.46,20,-1,41.3,10.6,8.31,13.1,116,25.26,INADECUADA,6,0.75
2021,2021--2,LA GUAJIRA,F. Camarones,C44003019,Agua Marina,11.430681,-73.093304,50.42,100,,98.99,,79.99,92.38,,70.24,ACEPTABLE,OPTIMA,,OPTIMA,,ADECUADA,OPTIMA,ADECUADA,,,1.92,1.8,0.1,-1,6.19,8.05,-1,30,-1,NO REPORTADO,5,0.66
2021,2021--1,LA GUAJIRA,F. Cañas,C44003005,Agua Marina,11.270228,-73.406333,25,80.76,,,92.82,100,84.03,,1,INADECUADA,ADECUADA,,,OPTIMA,OPTIMA,ADECUADA,PESIMA,,,7.97,49,-1,7.86,9.3,8.29,-1,179,-1,NO REPORTADO,5,0.63
2021,2021--2,LA GUAJIRA,F. Cañas,C44003005,Agua Marina,11.270228,-73.406333,72.71,36.39,,98.8,38.96,84.78,77.81,80.84,51.56,ADECUADA,INADECUADA,,OPTIMA,INADECUADA,ADECUADA,ADECUADA,ACEPTABLE,ADECUADA,,0.93,490,0.12,44.5,6.56,8.42,16.4,61,63.92,ACEPTABLE,7,0.87
2021,2021--1,LA GUAJIRA,F. Jerez,C44003006,Agua Marina,11.283197,-73.32355,25,100,,,89.97,100,82.69,98.73,1,INADECUADA,OPTIMA,,,ADECUADA,OPTIMA,ADECUADA,PESIMA,OPTIMA,,6.46,4.5,-1,11.7,8.82,8.32,2,234,45.75,INADECUADA,6,0.75
2021,2021--2,LA GUAJIRA,F. Jerez,C44003006,Agua Marina,11.283197,-73.32355,90.73,26.53,,98.89,1,84.66,84.9,86.57,68.12,OPTIMA,INADECUADA,,OPTIMA,PESIMA,ADECUADA,ADECUADA,ACEPTABLE,ADECUADA,,0.48,790,0.11,105,6.55,8.27,12.5,33,44.15,INADECUADA,7,0.87
2021,2021--2,LA GUAJIRA,F. Manaure,C44002023,Agua Marina,11.78611,-72.456598,,100,,88.88,,86.97,90.11,,,,OPTIMA,,ADECUADA,,ADECUADA,OPTIMA,,,,,1.8,1.11,-1,6.74,8.13,-1,-1,-1,NO REPORTADO,4,0.54
2021,2021--1,LA GUAJIRA,F. Palomino,C44003007,Agua Marina,11.266381,-73.568179,,100,,,77.15,100,84.47,92.35,40.05,,OPTIMA,,,ADECUADA,OPTIMA,ADECUADA,INADECUADA,OPTIMA,,,4.5,-1,20.4,8.3,8.28,8.12,85,80.47,ADECUADA,6,0.75
2021,2021--2,LA GUAJIRA,F. Palomino,C44003007,Agua Marina,11.266381,-73.568179,94.75,59.12,,97.31,44.76,82.5,49.76,87.55,47.1,OPTIMA,ACEPTABLE,,OPTIMA,INADECUADA,ADECUADA,INADECUADA,INADECUADA,ADECUADA,,0.36,170,0.27,40.9,6.38,8.9,11.8,70,65.36,ACEPTABLE,7,0.87
2021,2021--2,LA GUAJIRA,F. Rancheria,C44003008,Agua Marina,11.55796,-72.90604,61.8,100,,98.4,90.83,79.86,88.78,98.25,1,ACEPTABLE,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,PESIMA,OPTIMA,,1.24,1.8,0.16,3.79,6.18,8.17,2.56,159,49.28,INADECUADA,7,0.87
2021,2021--1,LA GUAJIRA,Manaure - Salina,C44002020,Agua Marina,11.78947,-72.44148,67.78,100,,,,100,86.54,98.59,62.22,ACEPTABLE,OPTIMA,,,,OPTIMA,ADECUADA,ACEPTABLE,OPTIMA,,1.06,2,-1,-1,8.24,8.23,2.17,42,-1,NO REPORTADO,5,0.66
2021,2021--2,LA GUAJIRA,Manaure - Salina,C44002020,Agua Marina,11.78947,-72.44148,97.88,100,,,50.24,84.53,89.79,,66.75,OPTIMA,OPTIMA,,,ACEPTABLE,ADECUADA,ADECUADA,ACEPTABLE,,,0.24,1.8,,37.4,6.54,8.14,-1,35,-1,NO REPORTADO,5,0.63
2021,2021--1,LA GUAJIRA,Muelle Riohacha,C44003009,Agua Marina,11.55835,-72.911407,52.78,100,,,,82.24,91.6,,40.98,ACEPTABLE,OPTIMA,,,,ADECUADA,OPTIMA,INADECUADA,,,1.66,1.8,-1,-1,6.36,8.08,-1,83,-1,NO REPORTADO,4,0.54
2021,2021--2,LA GUAJIRA,Muelle Riohacha,C44003009,Agua Marina,11.55835,-72.911407,25,59.12,,96.61,1,81.19,90.11,71.76,1,INADECUADA,ACEPTABLE,,OPTIMA,PESIMA,ADECUADA,OPTIMA,PESIMA,ADECUADA,,3.56,170,0.34,79.2,6.28,8.13,22.2,419,27.27,INADECUADA,7,0.87
2021,2021--1,LA GUAJIRA,P. Brisa,C44003029,Agua Marina,11.2706,-73.3815,25,,,,89.04,100,83.59,97.62,,INADECUADA,,,,ADECUADA,OPTIMA,ADECUADA,,OPTIMA,,4.52,,-1,12.5,8.57,8.3,3.25,,-1,NO REPORTADO,4,0.49
2021,2021--2,LA GUAJIRA,P. Brisa,C44003029,Agua Marina,11.2706,-73.3815,85.74,81.96,,97.41,92.88,83.4,82.69,54.02,40.05,ADECUADA,ADECUADA,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,INADECUADA,ACEPTABLE,,0.61,45,0.26,6.41,6.45,8.32,33.5,85,73.05,ADECUADA,7,0.87
2021,2021--1,LA GUAJIRA,P. Camarones,C44003018,Agua Marina,11.42906,-73.09244199999999,,95.65,,,46.03,97.91,84.03,85.72,1,,OPTIMA,,,INADECUADA,OPTIMA,ADECUADA,PESIMA,ADECUADA,,,13,-1,40.1,10,8.29,13.1,216,40.85,INADECUADA,6,0.75
2021,2021--2,LA GUAJIRA,P. Camarones,C44003018,Agua Marina,11.42906,-73.09244199999999,25,100,,96.61,92.43,82.76,92.86,97.87,49.55,INADECUADA,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,INADECUADA,OPTIMA,,3.84,1.8,0.34,5.35,6.4,8.03,2.98,65,85.41,ADECUADA,7,0.87
2021,2021--1,LA GUAJIRA,P. Dibulla,C44003017,Agua Marina,11.274657,-73.314316,,86.02,,,79.43,100,83.14,96.91,1,,ADECUADA,,,ADECUADA,OPTIMA,ADECUADA,PESIMA,OPTIMA,,,33,,19,8.8,8.31,4,340,43.73,INADECUADA,6,0.75
2021,2021--2,LA GUAJIRA,P. Dibulla,C44003017,Agua Marina,11.274657,-73.314316,49.31,45.02,,,92.76,79.99,90.73,94.94,33.42,INADECUADA,INADECUADA,,,OPTIMA,ADECUADA,OPTIMA,INADECUADA,OPTIMA,,2.16,330,-1,6.02,6.19,8.11,5.89,99,66.71,ACEPTABLE,6,0.75
2021,2021--1,LA GUAJIRA,P. Manaure,C44002022,Agua Marina,11.778917,-72.452956,25,100,,,,100,84.03,98.47,50.05,INADECUADA,OPTIMA,,,,OPTIMA,ADECUADA,ACEPTABLE,OPTIMA,,3.5,1.8,-1,-1,8.48,8.29,2.31,64,-1,NO REPORTADO,5,0.66
2021,2021--2,LA GUAJIRA,P. Manaure,C44002022,Agua Marina,11.778917,-72.452956,51.27,14.61,,,,84.28,88.42,,65.42,ACEPTABLE,PESIMA,,,,ADECUADA,ADECUADA,ACEPTABLE,,,1.8,1600,,-1,6.52,8.18,-1,37,-1,NO REPORTADO,4,0.54
2021,2021--1,LA GUAJIRA,P. Mayapo,C44003026,Agua Marina,11.661944,-72.78658300000001,25,93.25,,,,86.25,89.79,,49.55,INADECUADA,OPTIMA,,,,ADECUADA,ADECUADA,INADECUADA,,,4.03,17,,-1,6.68,8.14,-1,65,-1,NO REPORTADO,4,0.54
2021,2021--2,LA GUAJIRA,P. Mayapo,C44003026,Agua Marina,11.661944,-72.78658300000001,58,91.65,,97.71,,80.26,91.03,,51.05,ACEPTABLE,OPTIMA,,OPTIMA,,ADECUADA,OPTIMA,ACEPTABLE,,,1.38,20,0.23,-1,6.21,8.1,-1,62,-1,NO REPORTADO,5,0.66
2021,2021--2,LA GUAJIRA,P. Riohacha,C44003010,Agua Marina,11.55487,-72.91153,30.7,45.02,,93.6,1,78.91,89.79,54.47,1,INADECUADA,INADECUADA,,OPTIMA,PESIMA,ADECUADA,ADECUADA,PESIMA,ACEPTABLE,,2.92,330,0.64,94,6.11,8.14,33.2,419,24.87,PESIMA,7,0.87
2021,2021--1,LA GUAJIRA,Puerto Bolívar,C44002025,Agua Marina,12.21255833,-71.9851,46.57,100,,98.89,,72.41,77.29,,48.07,INADECUADA,OPTIMA,,OPTIMA,,ADECUADA,ADECUADA,INADECUADA,,,2.48,2,0.11,-1,5.65,8.43,-1,68,-1,NO REPORTADO,5,0.66
2021,2021--2,LA GUAJIRA,Puerto Bolívar,C44002025,Agua Marina,12.21255833,-71.9851,94.75,99.54,,96.21,,100,83.59,,77.95,OPTIMA,OPTIMA,,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,,,0.36,7.8,0.38,-1,8.24,8.3,-1,20,-1,NO REPORTADO,5,0.66
